user,PR
"bot-gradle",512
"wolfs",194
"jvandort",149
"tresat",148
"blindpirate",98
"lptr",92
"big-guy",91
"asodja",73
"mlopatkin",62
"bamboo",61
"nathan-contino",43
"etiennestuder",41
"jbartok",39
"ghale",38
"6hundreds",37
"ljacomet",31
"erichaagdev",31
"alllex",29
"eskatos",27
"marcphilipp",24
"abstratt",24
"runningcode",23
"octylFractal",23
"hegyibalint",22
"adammurdoch",19
"xaviarias",11
"snoopcheri",10
"github-actions",9
"guylabs",8
"jprinet",7
"melix",5
"leonard84",5
"ldaley",5
"hythloda",5
"jthurne",4
"h0tk3y",4
"mernst-github",3
"tgodzik",2
"ijuma",2
"facewindu",2
"donat",2
"bigdaz",2
"sourcedelica",1
"pshevche",1
"monkey-mas",1
"clayburn",1
"cdsap",1
"ben-manes",1
"alextu",1
"Shoaib050041",1
