user,PR
"bot-gradle",236
"tresat",120
"bamboo",80
"asodja",69
"lptr",63
"mlopatkin",62
"wolfs",47
"ov7a",45
"jvandort",45
"reinsch82",40
"blindpirate",38
"ghale",37
"abstratt",36
"big-guy",35
"alllex",34
"adammurdoch",25
"runningcode",23
"pshevche",23
"bigdaz",23
"lkasso",21
"cobexer",19
"welandaz",17
"h0tk3y",17
"eskatos",13
"donat",13
"ljacomet",12
"alextu",12
"hegyibalint",11
"6hundreds",11
"jprinet",9
"jbartok",9
"ribafish",8
"clayburn",8
"sdavids",6
"octylFractal",5
"jean-andre-gauthier",5
"gcoopercos",5
"erichaagdev",5
"bgalek",5
"mathjeff",4
"hfhbd",4
"Duhemm",4
"vmadalin",3
"Goooler",3
"3flex",3
"tylerbertrand",2
"rnett",2
"nbrugger-tgm",2
"leonard84",2
"jthurne",2
"vlsi",1
"sschuberth",1
"snoopcheri",1
"nabijaczleweli",1
"koppor",1
"gabrielittner",1
"gabrielfeo",1
"etiennestuder",1
"cdsap",1
"c00ler",1
"bean5",1
"aloubyansky",1
"acktsap",1
"Noumanluckey8057",1
"MGaetan89",1
"CH503822",1
