user,PR
"bot-gradle",350
"wolfs",92
"jvandort",90
"tresat",74
"blindpirate",60
"lptr",59
"gitstream-cm",55
"asodja",55
"hegyibalint",51
"lkasso",49
"eskatos",44
"ljacomet",38
"big-guy",36
"runningcode",35
"bamboo",33
"h0tk3y",27
"jbartok",23
"adammurdoch",22
"ov7a",20
"ghale",20
"alllex",12
"donat",10
"reinsch82",9
"octylFractal",9
"github-actions",9
"akshayabd",8
"marcphilipp",7
"etiennestuder",7
"erichaagdev",7
"hfhbd",6
"madmuffin1",5
"jthurne",5
"abstratt",5
"JLLeitschuh",5
"FrauBoes",5
"6hundreds",5
"dragos",4
"ribafish",3
"kate0",3
"joshfriend",3
"cdsap",3
"alextu",3
"zainmotorspak",2
"tylerbertrand",2
"mlopatkin",2
"maczikasz",2
"jprinet",2
"guylabs",2
"bigdaz",2
"bdecroix-spiria",2
"Korov",2
"ElePan",2
"pshevche",1
"leonard84",1
"king-tyler",1
"c00ler",1
"aeiou-st",1
"StefMa",1
"AwesomeBobX64",1
