user,PR
"blindpirate",42
"wolfs",28
"big-guy",25
"bot-gradle",21
"rieske",13
"bigdaz",13
"bamboo",12
"lptr",8
"ljacomet",7
"eskatos",7
"adammurdoch",7
"mlopatkin",6
"donat",6
"ghale",5
"jthurne",4
"runningcode",3
"paplorinc",2
"eriwen",2
"britter",2
"Vampire",2
"HvB",2
"scaventz",1
"pbielicki",1
"oehme",1
"marcphilipp",1
"kurahaupo",1
"koppor",1
"jrodbx",1
"jdochez",1
"jbartok",1
"goughy000",1
"facewindu",1
"emmanuelguerin",1
"cortinico",1
"anatawa12",1
"Thrillpool",1
"Marcono1234",1
"KengoTODA",1
