user,PR
"bot-gradle",20
"tylerbertrand",18
"big-guy",16
"wolfs",15
"ljacomet",14
"jvandort",12
"reinsch82",11
"asodja",10
"adammurdoch",9
"lptr",8
"eskatos",8
"erichaagdev",8
"blindpirate",7
"jbartok",6
"FrauBoes",6
"tresat",5
"marcphilipp",5
"etiennestuder",5
"bamboo",5
"lkasso",4
"leonard84",4
"kate0",4
"jprinet",4
"hegyibalint",4
"ghale",4
"bigdaz",4
"alllex",4
"abstratt",4
"ov7a",3
"guylabs",3
"donat",3
"cdsap",3
"c00ler",3
"bot-githubaction",3
"6hundreds",3
"ribafish",2
"octylFractal",2
"hfhbd",2
"h0tk3y",2
"StefMa",2
"ElePan",2
"zieka",1
"zainmotorspak",1
"welandaz",1
"thesohelshaikh",1
"thecodesmith",1
"runningcode",1
"onsquareDev",1
"noeppi-noeppi",1
"madmuffin1",1
"maczikasz",1
"liutikas",1
"king-tyler",1
"jthurne",1
"facewindu",1
"dragos",1
"clayburn",1
"bodhili",1
"bdemers",1
"bdecroix-spiria",1
"aSemy",1
"TWiStErRob",1
"Korov",1
