user,PR
"bot-gradle",249
"wolfs",240
"lptr",177
"melix",105
"bamboo",101
"eskatos",100
"bmuskalla",76
"jjohannes",68
"ljacomet",57
"blindpirate",55
"JLLeitschuh",54
"donat",37
"rieske",28
"big-guy",20
"stale",17
"kejn",13
"tprochazka",11
"simtel12",7
"mergify",6
"martinbonnin",5
"lbradstreet",5
"alpar-t",5
"JospehChiu",5
"vlsi",4
"gildor",4
"gabrielittner",4
"Vampire",4
"pioterj",3
"marcphilipp",3
"ijuma",3
"JavierSegoviaCordoba",3
"maiksaray",2
"johnuno11",2
"gabizou",2
"erokhins",2
"adammurdoch",2
"MonoAnji",2
"tzch96",1
"rneatherway",1
"oehme",1
"guylabs",1
"felipefzdz",1
"fcappi",1
"deleted_user",1
"davidburstrom",1
"bennofs",1
"aishfenton",1
"Thihup",1
"SheliakLyr",1
"DPUkyle",1
