user,PR
"bot-gradle",429
"tresat",129
"wolfs",70
"lkasso",68
"asodja",64
"jvandort",61
"lptr",56
"mlopatkin",42
"runningcode",41
"blindpirate",41
"donat",40
"ov7a",39
"reinsch82",35
"abstratt",35
"eskatos",34
"ljacomet",29
"cobexer",26
"adammurdoch",26
"pshevche",23
"oleg-nenashev",23
"hegyibalint",23
"jbartok",21
"ghale",21
"octylFractal",19
"big-guy",19
"pantherdd",18
"erichaagdev",17
"bamboo",16
"welandaz",14
"jprinet",11
"marcphilipp",10
"h0tk3y",10
"bigdaz",10
"akshayabd",7
"clayburn",6
"alextu",6
"StefMa",6
"GingerGeek",5
"Badfoob",5
"oehme",4
"ldaley",4
"hfhbd",4
"etiennestuder",4
"ribafish",3
"guylabs",3
"M-Lazeba",3
"tylerbertrand",2
"jthurne",2
"gsosm0760",2
"facewindu",2
"3flex",2
"unshare",1
"melix",1
"martinfrancois",1
"leonard84",1
"julioz",1
"jhonnen",1
"dubinsky",1
"cdsap",1
"c00ler",1
"autonomousapps",1
"aloubyansky",1
"TiborVyletel",1
"Marcono1234",1
"JLLeitschuh",1
"Floppy012",1
"AustinLMayes",1
