user,PR
"bot-gradle",599
"bamboo",125
"jvandort",122
"hythloda",120
"eskatos",120
"tresat",107
"ljacomet",94
"wolfs",68
"runningcode",66
"blindpirate",66
"asodja",66
"erichaagdev",62
"big-guy",59
"alllex",53
"mlopatkin",40
"jbartok",40
"nathan-contino",38
"ghale",37
"reinsch82",29
"lptr",27
"adammurdoch",26
"jthurne",22
"h0tk3y",20
"etiennestuder",19
"donat",19
"abstratt",19
"xaviarias",18
"alextu",16
"octylFractal",15
"bodhili",12
"6hundreds",12
"jprinet",9
"robmoore-i",8
"valery1707",6
"marcphilipp",6
"hegyibalint",6
"cdsap",6
"slovdahl",5
"github-actions",5
"guylabs",4
"britter",4
"bigdaz",3
"snoopcheri",2
"jjohannes",2
"fawind",2
"dejankos",2
"akshayabd",2
"JT122406",2
"JLLeitschuh",2
"zhurs",1
"valeryvpetrov-dev",1
"ov7a",1
"lkasso",1
"lacasseio",1
"kevinb9n",1
"jean-andre-gauthier",1
"gabrielfeo",1
"clayburn",1
"aSemy",1
"JavierSegoviaCordoba",1
"Chaoba",1
