user,PR
"blindpirate",17
"alllex",17
"big-guy",16
"bot-gradle",11
"bot-githubaction",10
"bamboo",9
"eskatos",7
"cdsap",7
"adammurdoch",7
"abstratt",7
"wolfs",6
"tresat",6
"asodja",6
"alextu",6
"ljacomet",5
"jprinet",5
"donat",5
"clayburn",5
"jvandort",4
"jthurne",4
"runningcode",3
"octylFractal",3
"nathan-contino",3
"mlopatkin",3
"h0tk3y",3
"jjohannes",2
"hythloda",2
"brendanfalk",2
"varunsh-coder",1
"urdak",1
"uberto",1
"scaventz",1
"rpygithub",1
"mikejuyoon",1
"mathjeff",1
"marcphilipp",1
"ldaley",1
"ijuma",1
"ghale",1
"codefish1",1
"bigdaz",1
"bcmedeiros",1
"Vampire",1
"Marcono1234",1
"JavierTobar",1
"IdiosApps",1
"Deenu143",1
"DPUkyle",1
"3flex",1
