user,PR
"blindpirate",32
"mlopatkin",21
"alextu",18
"jvandort",16
"jbartok",16
"runningcode",14
"xaviarias",12
"tresat",12
"jprinet",12
"lptr",10
"bot-gradle",10
"bot-githubaction",10
"adammurdoch",10
"eskatos",8
"big-guy",8
"6hundreds",8
"ljacomet",7
"clayburn",7
"erichaagdev",6
"asodja",6
"abstratt",6
"snoopcheri",5
"octylFractal",4
"ldaley",4
"hegyibalint",4
"ghale",4
"bamboo",4
"alllex",4
"marcphilipp",3
"jthurne",3
"cdsap",3
"wolfs",2
"oesolutions",2
"h0tk3y",2
"guylabs",2
"KENNYSOFT",2
"welandaz",1
"sschuberth",1
"sourcedelica",1
"sorin-florea",1
"rbrt-sln",1
"pavlospt",1
"mernst-github",1
"melix",1
"leonard84",1
"ind1go",1
"gabrielittner",1
"donat",1
"TWiStErRob",1
"Proximyst",1
