user,PR
"eskatos",44
"bot-githubaction",26
"tresat",18
"bot-gradle",17
"bamboo",16
"jvandort",15
"erichaagdev",14
"asodja",14
"bigdaz",13
"tylerbertrand",12
"reinsch82",11
"ljacomet",11
"big-guy",11
"FrauBoes",9
"runningcode",8
"clayburn",8
"ov7a",7
"wolfs",6
"lkasso",6
"jbartok",6
"donat",6
"adammurdoch",6
"hegyibalint",5
"ghale",5
"abstratt",5
"octylFractal",4
"mlopatkin",4
"cdsap",4
"blindpirate",4
"lptr",3
"alllex",3
"Vampire",3
"6hundreds",3
"liutikas",2
"StefMa",2
"JLLeitschuh",2
"zielezin",1
"zeners",1
"zameelpichen",1
"yeikel",1
"wusatosi",1
"welandaz",1
"vlsi",1
"tdinev",1
"sschuberth",1
"jprinet",1
"joshfriend",1
"josephzunigadaly",1
"jjohannes",1
"h0tk3y",1
"gmazzo",1
"evantill",1
"euije",1
"esfomeado",1
"davidburstrom",1
"alcarraz",1
"aferg",1
"ZacSweers",1
"Okeanos",1
"CsCherrYY",1
"Crosswind",1
"AlexLandau",1
