user,PR
"bigdaz",46
"tresat",35
"blindpirate",29
"pshevche",21
"bot-githubaction",17
"runningcode",14
"bot-gradle",14
"lptr",13
"clayburn",12
"asodja",11
"alllex",11
"alextu",11
"adammurdoch",11
"reinsch82",10
"wolfs",9
"ribafish",9
"mlopatkin",8
"lkasso",8
"welandaz",7
"jvandort",7
"eskatos",7
"bamboo",7
"abstratt",7
"ov7a",6
"jprinet",6
"ghale",6
"erichaagdev",6
"h0tk3y",5
"big-guy",5
"octylFractal",4
"jbartok",4
"cobexer",4
"vmadalin",3
"tylerbertrand",3
"mathjeff",3
"ljacomet",3
"gabrielfeo",3
"jean-andre-gauthier",2
"hfhbd",2
"guylabs",2
"donat",2
"c00ler",2
"acktsap",2
"SimonMarquis",2
"RMSPORTS1902",2
"Goooler",2
"Endeavour233",2
"3flex",2
"vvvlasov",1
"tnielens",1
"tianyeeT",1
"sschuberth",1
"seregamorph",1
"sdavids",1
"rruxandra",1
"oleg-nenashev",1
"nikclayton",1
"nbrugger-tgm",1
"nabijaczleweli",1
"mgroth0",1
"markslater",1
"liutikas",1
"koppor",1
"hegyibalint",1
"gildor",1
"etiennestuder",1
"cdsap",1
"bean5",1
"aleksandrserbin",1
"aSemy",1
"TWiStErRob",1
"Marcono1234",1
"Alex-Vol-Amz",1
"6hundreds",1
