org,repository,url,state,created_at,merged_at,user.login,title
"jenkinsci","script-security-plugin","https://github.com/jenkinsci/script-security-plugin/pull/416","open","2022-05-07T09:55:13Z",,"meiswjn","[JENKINS-68404] Add script listener to track usage"
"jenkinsci","docker","https://github.com/jenkinsci/docker/pull/1340","closed","2022-05-07T01:06:50Z","2022-05-26T15:41:37Z","MarkEWaite","Use JDK 8u332"
"jenkinsci","branch-api-plugin","https://github.com/jenkinsci/branch-api-plugin/pull/314","open","2022-05-08T08:49:05Z",,"Ladyprowess","Make a comment more inclusive"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/6539","open","2022-05-04T14:06:10Z",,"meiswjn","[JENKINS-41516] Add script console listener"
"jenkinsci","workflow-cps-global-lib-plugin","https://github.com/jenkinsci/workflow-cps-global-lib-plugin/pull/164","closed","2022-05-08T19:59:35Z","2022-10-31T18:49:10Z","Ladyprowess","Make a comment more inclusive"
"jenkinsci","docker-agent","https://github.com/jenkinsci/docker-agent/pull/252","closed","2022-05-07T01:14:37Z","2022-05-07T06:28:36Z","MarkEWaite","Use JDK 8u332, not JDK 8u322"
"jenkinsci","checkmarx-ast-scanner-plugin","https://github.com/jenkinsci/checkmarx-ast-scanner-plugin/pull/55","closed","2022-05-11T17:22:42Z","2022-05-11T18:07:15Z","pedrompflopes","Fix build run in agent "
"jenkinsci","credentials-binding-plugin","https://github.com/jenkinsci/credentials-binding-plugin/pull/179","closed","2022-05-02T16:23:15Z","2022-10-13T02:26:44Z","jglick","[JENKINS-26398] Use standard `JenkinsRule.createSlave`"
"jenkinsci","workflow-durable-task-step-plugin","https://github.com/jenkinsci/workflow-durable-task-step-plugin/pull/227","closed","2022-05-13T21:40:14Z","2022-07-19T11:42:20Z","MarkEWaite","More inclusive comments - combine #220 and #221"
"jenkinsci","jira-steps-plugin","https://github.com/jenkinsci/jira-steps-plugin/pull/123","open","2022-05-11T09:24:11Z",,"loganmzz","Let's access exception to diagnose issues"
"jenkinsci","windows-slaves-plugin","https://github.com/jenkinsci/windows-slaves-plugin/pull/36","closed","2022-05-12T20:42:39Z","2022-09-24T12:46:19Z","slide","Add proposed deprecation notice"
"jenkinsci","windows-slaves-plugin","https://github.com/jenkinsci/windows-slaves-plugin/pull/35","closed","2022-05-12T12:56:44Z","2022-09-24T12:47:14Z","jglick","[JENKINS-51820] Editing text related to `JNLPLauncher`"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/6572","closed","2022-05-14T11:17:44Z","2022-05-16T15:05:43Z","NotMyFault","First Backporting for LTS 2.346.1"
"jenkinsci","localization-support-plugin","https://github.com/jenkinsci/localization-support-plugin/pull/5","closed","2022-05-09T06:39:35Z","2022-09-17T21:30:08Z","timja","Refresh plugin"
"jenkinsci","localization-support-plugin","https://github.com/jenkinsci/localization-support-plugin/pull/6","closed","2022-05-09T06:45:01Z","2022-09-17T21:30:31Z","timja","Port `PropertyResourceBundle` from Stapler"
"jenkinsci","scm-api-plugin","https://github.com/jenkinsci/scm-api-plugin/pull/137","closed","2022-05-05T05:32:14Z","2022-08-01T12:48:40Z","duemir","Null safety is improved in SCMFileSystem"
"jenkinsci","office-365-connector-plugin","https://github.com/jenkinsci/office-365-connector-plugin/pull/272","closed","2022-05-14T22:27:08Z","2022-05-14T22:45:25Z","damianszczepanik","""View build"" button is not displayed for successful builds"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/6569","open","2022-05-13T22:48:40Z",,"daniel-beck","[JENKINS-68534] Sort first, then limit"
"jenkinsci","crowd2-plugin","https://github.com/jenkinsci/crowd2-plugin/pull/73","closed","2022-05-14T03:21:17Z","2022-05-15T07:56:47Z","basil","Use latest plugin BOM"
"jenkinsci","powershell-plugin","https://github.com/jenkinsci/powershell-plugin/pull/19","open","2022-05-05T00:29:10Z",,"slide","fix: JENKINS-66701 using $OutputEncoding"
"jenkinsci","fitnesse-plugin","https://github.com/jenkinsci/fitnesse-plugin/pull/43","closed","2022-05-08T21:26:36Z","2022-08-03T07:22:42Z","basil","Use built-in Base64 encoder"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/6575","closed","2022-05-14T17:48:43Z","2022-08-02T02:16:46Z","basil","Add `SetContextClassLoader` utility class"
"jenkinsci","support-core-plugin","https://github.com/jenkinsci/support-core-plugin/pull/370","closed","2022-05-13T02:58:55Z","2022-05-17T22:27:47Z","Dohbedoh","[JENKINS-68519] Replace PNG images with SVG"
"jenkinsci","jaxb-plugin","https://github.com/jenkinsci/jaxb-plugin/pull/34","open","2022-05-14T17:35:10Z",,"basil","Demonstrating usage of `SetContextClassLoader`"
"jenkinsci","xcode-plugin","https://github.com/jenkinsci/xcode-plugin/pull/114","open","2022-05-14T17:44:44Z",,"basil","Demonstrating usage of `SetContextClassLoader`"
"jenkinsci","cloudbees-folder-plugin","https://github.com/jenkinsci/cloudbees-folder-plugin/pull/237","closed","2022-05-15T19:22:43Z","2022-07-29T14:55:24Z","timja","Adapt to new project config design"
