user,PR
"timja",289
"basil",197
"dduportal",177
"MarkEWaite",166
"NotMyFault",149
"lemeurherve",139
"jglick",123
"daniel-beck",107
"kmartens27",69
"jimklimov",54
"janfaracik",43
"c00ler",42
"timbrown5",38
"halkeye",33
"guylabs",33
"jtnord",32
"krisstern",29
"jdkandersson",29
"dheerajodha",27
"smerle33",26
"slide",24
"jflinchbaugh",22
"uhafner",21
"hectorhuol",21
"cari-mason",21
"gounthar",19
"dwnusbaum",19
"alecharp",18
"mthaddon",16
"facewindu",16
"sarah-witt",15
"patrickpichler",15
"arturo-seijas",15
"AppVeyorBot",15
"sorin-florea",13
"github-actions",13
"codecov",13
"bguerin",13
"codeclimate",12
"Absh-Day",11
"AayushSaini101",11
"jmMeessen",10
"github-code-scanning",10
"eduard-tita",10
"olamy",9
"maskedpirate",9
"zbynek",8
"jonesbusy",8
"jetersen",8
"chriskilding",8
"Peter-Darton-i2",8
"wolfs",7
"slandelle",7
"rishi-104276",7
"grogersxyz",7
"fungusakafungus",7
"weiiwang01",6
"tanujdevops",6
"mhenschke-atl",6
"meiswjn",6
"drodriguezhdez",6
"xadozuk",5
"offa",5
"jonaslind",5
"buchi-busireddy",5
"bluesliverx",5
"andzej505hq",5
"amoreno-sonatype",5
"yaroslavafenkin",4
"vicecea",4
"thombergs",4
"simonsymhoven",4
"nfalco79",4
"mikedld",4
"ltamaster",4
"loganmzz",4
"kellie-freeman",4
"jjasghar",4
"ant1dot",4
"alexanderlz",4
"albertvaka",4
"aheritier",4
"Vlatombe",4
"StefanSpieker",4
"Langer0416",4
"JohnNiang",4
"DaGeRe",4
"ysun-atl",3
"sgybas",3
"rsandell",3
"riywo",3
"res0nance",3
"omehegan",3
"lprimak",3
"kutzi",3
"icep87",3
"hervelemeur",3
"duemir",3
"cpfeiffer",3
"cleeoak9",3
"bml1g12",3
"Wadeck",3
"Skiepp",3
"Dainerx",3
"Cr1t-GYM",3
"ChadiEM",3
"welandaz",2
"vihaanthora",2
"tofuatjava",2
"tkensiski",2
"scherler",2
"ridemountainpig",2
"raul-arabaolaza",2
"pedringcoding",2
"patbos",2
"pascal-hofmann",2
"oleg-nenashev",2
"normAlaskari",2
"narcoticfresh",2
"mohanisch-sixt",2
"michael-doubez",2
"mawHBT",2
"linux-foundation-easycla",2
"kozell",2
"joycebrum",2
"jdelnano",2
"ite-klass",2
"hashar",2
"frankie139506",2
"felipecrs",2
"duyluonganh",2
"dkjellin",2
"cwellmtt",2
"centic9",2
"amuniz",2
"alyssat",2
"ajarzyn",2
"Tattoo",2
"Stericson",2
"Schleuse",2
"Minh-Chien",2
"LucaPrete",2
"Hrushi20",2
"EliSalter-atl",2
"DuMaM",2
"Dohbedoh",2
"zhujunling-nj",1
"vaibhavjain2",1
"twildber",1
"tim-tk",1
"steven-aerts",1
"segaura",1
"sboardwell",1
"rrjjvv",1
"pamgluss-slack",1
"p4paul",1
"olblak",1
"niclan",1
"nfplatzke",1
"myusuf3",1
"mdecourcey",1
"maxnitze",1
"mawinter69",1
"markyjackson-taulia",1
"mamccorm",1
"malice00",1
"lupalby",1
"lucajung",1
"kuisathaverat",1
"ktsiligkiris",1
"kstevena",1
"kcsmalls",1
"julien-demaziere",1
"julieheard",1
"jkbszpg",1
"jeffmaury",1
"jamie-pate",1
"hypery2k",1
"hamidos",1
"gxueatlassian",1
"ganeshborle",1
"fo-code",1
"escoem",1
"drauch",1
"deleted_user",1
"danrobinson21",1
"danieled-it",1
"cavissonsystems",1
"car-roll",1
"amandel",1
"ZhouYixun",1
"YashPimple",1
"UkonnRa",1
"Thakor-Yashpal",1
"SubhadraSahoo",1
"SaschaSchwarz",1
"MattLud",1
"KostyaSha",1
"KalleOlaviNiemitalo",1
"JeremyMarshall",1
"JLLeitschuh",1
"Greybird",1
"Bananeweizen",1
"0x91",1
