org,repository,url,state,created_at,merged_at,user.login,title
"jenkinsci","jira-steps-plugin","https://github.com/jenkinsci/jira-steps-plugin/pull/113","open","2020-09-07T20:31:04Z",,"bguerin","bugfix: Support accountID for AssignIssue step for GDPR [JENKINS-61132]"
"jenkinsci","jira-steps-plugin","https://github.com/jenkinsci/jira-steps-plugin/pull/114","open","2020-09-08T08:19:12Z",,"bguerin","bugfix: Support accountID for UserSearch step for GDPR [JENKINS-63622]"
"jenkinsci","valgrind-plugin","https://github.com/jenkinsci/valgrind-plugin/pull/19","open","2020-09-02T04:31:31Z",,"fedepell","Security issues"
"jenkinsci","lockable-resources-plugin","https://github.com/jenkinsci/lockable-resources-plugin/pull/215","open","2020-09-15T08:07:42Z",,"NoamRodrik","Resources with similar labels will be locked in a random order"
"jenkinsci","job-config-history-plugin","https://github.com/jenkinsci/job-config-history-plugin/pull/126","closed","2020-09-01T11:50:06Z","2021-04-12T15:47:30Z","RobinRSchulz","[JENKINS-62696] Fix biggest style errors concerning ""Jenkins Dark Theme"" plugin"
"jenkinsci","kubernetes-plugin","https://github.com/jenkinsci/kubernetes-plugin/pull/836","closed","2020-09-03T14:11:38Z","2020-09-11T08:06:10Z","inidona","[JENKINS-63584] Add an option to use Jenkins proxy to access Kubernetes"
"jenkinsci","terraform-plugin","https://github.com/jenkinsci/terraform-plugin/pull/9","open","2020-09-13T20:43:47Z",,"rmeneely","Added support for Terraform init and validate commands."
"jenkinsci","deploy-dashboard-plugin","https://github.com/jenkinsci/deploy-dashboard-plugin/pull/5","open","2020-09-11T01:34:06Z",,"karthikjayaraman80","Supporting Multiple Deployments in a single build"
"jenkinsci","http-request-plugin","https://github.com/jenkinsci/http-request-plugin/pull/48","closed","2020-09-07T17:29:03Z","2021-04-26T19:52:29Z","torrescd","Add support for NTLM authorization"
"jenkinsci","ec2-plugin","https://github.com/jenkinsci/ec2-plugin/pull/492","closed","2020-09-02T20:10:09Z","2021-04-03T07:27:27Z","ykhandelwal913","Add Support for Host Tenancy Option"
"jenkinsci","jira-steps-plugin","https://github.com/jenkinsci/jira-steps-plugin/pull/112","closed","2020-09-03T06:55:22Z","2021-03-31T19:16:28Z","papanito","[docu] Update wrong naming of remoteIssueLink methods"
