org,repository,url,state,created_at,merged_at,user.login,title
"jenkinsci","github-pr-coverage-status-plugin","https://github.com/jenkinsci/github-pr-coverage-status-plugin/pull/94","closed","2021-02-03T20:44:52Z","2022-11-18T21:07:24Z","adnancerner","Update password decryption"
"jenkinsci","bom","https://github.com/jenkinsci/bom/pull/426","closed","2021-02-10T17:56:03Z","2021-02-10T20:31:12Z","MarkEWaite","Set 2.263.4 as jenkins.version for 2.263.x bom"
"jenkinsci","script-security-plugin","https://github.com/jenkinsci/script-security-plugin/pull/329","closed","2021-02-15T17:21:14Z","2022-04-22T16:19:45Z","MarkRx","[JENKINS-62708] Add JCasC support for approved script hashes"
"jenkinsci","checkmarx-plugin","https://github.com/jenkinsci/checkmarx-plugin/pull/58","closed","2021-02-09T15:50:50Z","2021-02-11T12:44:12Z","SubhadraSahoo","Fix for not allowed characters for cxOrigin field"
"jenkinsci","pipeline-maven-plugin","https://github.com/jenkinsci/pipeline-maven-plugin/pull/323","closed","2021-02-02T08:24:59Z","2022-06-21T22:58:53Z","bguerin","JENKINS-64036 : downstreamPipelineTriggerRunListener: Severe performance regression in 3.9.x"
"jenkinsci","bitbucket-branch-source-plugin","https://github.com/jenkinsci/bitbucket-branch-source-plugin/pull/429","open","2021-02-15T17:54:54Z",,"MayaPetter","#428-add-support-to-pr:reviewer:approved-event"
"jenkinsci","xml-job-to-job-dsl-plugin","https://github.com/jenkinsci/xml-job-to-job-dsl-plugin/pull/9","open","2021-02-02T11:11:52Z",,"4n70w4","Delete non-existent link"
"jenkinsci","discord-notifier-plugin","https://github.com/jenkinsci/discord-notifier-plugin/pull/34","closed","2021-02-13T16:22:28Z","2022-01-07T15:06:55Z","AnsisMalins","Linkify changelists"
"jenkinsci","buildresult-trigger-plugin","https://github.com/jenkinsci/buildresult-trigger-plugin/pull/14","closed","2021-02-04T13:39:25Z","2022-01-25T00:03:47Z","alanb-sony","Allow monitoring pipeline builds"
"jenkinsci","hashicorp-vault-plugin","https://github.com/jenkinsci/hashicorp-vault-plugin/pull/157","closed","2021-02-07T15:38:44Z","2021-09-06T15:48:23Z","bablushaw23","Update README.md"
"jenkinsci","thin-backup-plugin","https://github.com/jenkinsci/thin-backup-plugin/pull/27","closed","2021-02-09T01:07:22Z","2021-05-18T14:33:51Z","seanf","Fix project URL"
"jenkinsci","git-plugin","https://github.com/jenkinsci/git-plugin/pull/1034","closed","2021-02-02T15:03:19Z","2021-10-22T15:51:08Z","uhafner","Add API method to obtain a change set link by commit ID (SHA hash)"
"jenkinsci","gitlab-plugin","https://github.com/jenkinsci/gitlab-plugin/pull/1101","closed","2021-02-02T16:05:56Z","2021-05-14T07:17:49Z","Yunir","Migrate wiki-documentation to github"
"jenkinsci","kubernetes-plugin","https://github.com/jenkinsci/kubernetes-plugin/pull/946","open","2021-02-02T14:08:32Z",,"Vlatombe","Capture pod events just before deleting the agent"
"jenkinsci","configuration-as-code-plugin","https://github.com/jenkinsci/configuration-as-code-plugin/pull/1566","closed","2021-02-04T14:06:13Z","2021-06-07T09:45:35Z","MrHassanMurtaza","added gitea demo to list of demos"
"jenkinsci","github-branch-source-plugin","https://github.com/jenkinsci/github-branch-source-plugin/pull/386","open","2021-02-14T09:50:37Z",,"mrginglymus","Return null for unmergable heads rather than excepting"
"jenkinsci","jira-steps-plugin","https://github.com/jenkinsci/jira-steps-plugin/pull/115","open","2021-02-13T08:48:01Z",,"cheeseit","Added functionality for using the proxy without credentials."
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5275","closed","2021-02-09T20:05:33Z","2021-02-21T20:31:08Z","jglick","Better @DataBoundConstructor hygiene for ParameterDefinition’s"
"jenkinsci","workflow-api-plugin","https://github.com/jenkinsci/workflow-api-plugin/pull/138","closed","2021-02-02T08:30:36Z","2021-05-10T18:58:40Z","timja","Build on java 11 as well"
"jenkinsci","ibm-ucdeploy-pipeline-plugin","https://github.com/jenkinsci/ibm-ucdeploy-pipeline-plugin/pull/18","open","2021-02-03T04:49:17Z",,"AjeetGupta","Ts004777910"
"jenkinsci","parameterized-scheduler-plugin","https://github.com/jenkinsci/parameterized-scheduler-plugin/pull/96","closed","2021-02-05T11:21:31Z","2021-04-28T13:05:25Z","MesterJoda","Update README.md"
"jenkinsci","templating-engine-plugin","https://github.com/jenkinsci/templating-engine-plugin/pull/161","closed","2021-02-02T23:22:58Z","2021-02-03T00:56:00Z","steven-terrana","Allow library configurations to validate fields are of type List or ArrayList"
"jenkinsci","templating-engine-plugin","https://github.com/jenkinsci/templating-engine-plugin/pull/167","closed","2021-02-10T15:28:46Z","2021-02-11T14:57:07Z","steven-terrana","Marshalling"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5256","closed","2021-02-03T05:55:24Z","2021-02-06T09:04:04Z","basil","Bump Javadoc from 1.1 to 1.6"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5242","closed","2021-02-02T17:35:44Z","2021-03-08T07:57:46Z","basil","Bump antisamy-markup-formatter from 1.0 to 2.1"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5252","closed","2021-02-03T05:12:56Z","2021-02-06T19:11:34Z","basil","Remove unused Javassist dependency"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5253","closed","2021-02-03T05:30:17Z","2021-02-05T11:27:16Z","basil","Remove unused Reflections dependency"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5258","closed","2021-02-03T22:02:01Z","2021-03-10T13:43:03Z","basil","Remove deprecated and unused jenkins.widgets.HistoryPageFilter.add(java.util.List)"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5255","closed","2021-02-03T05:51:14Z","2021-02-06T09:04:16Z","basil","Bump Ant from 1.8 to 1.11"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5248","closed","2021-02-03T04:35:54Z","2021-02-04T20:49:18Z","basil","Remove unused mock-javamail dependency"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5244","closed","2021-02-02T18:07:15Z","2021-02-07T15:49:35Z","basil","Bump LDAP from 1.26 to 2.3"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5247","closed","2021-02-03T04:25:11Z","2021-02-07T09:12:54Z","basil","Bump CloudBees Folder from 6.3 to 6.15"
"jenkinsci","workflow-cps-global-lib-plugin","https://github.com/jenkinsci/workflow-cps-global-lib-plugin/pull/103","closed","2021-02-02T08:11:25Z","2021-04-14T15:59:22Z","timja","Bump subversion plugin dep"
"jenkinsci","kubernetes-operator","https://github.com/jenkinsci/kubernetes-operator/pull/510","closed","2021-02-08T12:46:15Z","2021-02-12T11:19:45Z","SylwiaBrant","#494 Upgrade to Operator sdk 1.3.0"
"jenkinsci","git-plugin","https://github.com/jenkinsci/git-plugin/pull/1040","open","2021-02-08T20:21:24Z",,"rayvincent2","JENKINS-60630: Add GitSCMFileSystem support for EnvVar expansion"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5283","closed","2021-02-12T08:09:01Z","2021-02-16T08:05:08Z","timja","Remove broken upgrade wizard"
"jenkinsci","azure-ad-plugin","https://github.com/jenkinsci/azure-ad-plugin/pull/99","closed","2021-02-12T17:18:28Z","2021-03-29T06:48:42Z","hrmohr","[JENKINS-64858] - Enabled support for Job DSL plugin"
"jenkinsci","logstash-plugin","https://github.com/jenkinsci/logstash-plugin/pull/98","open","2021-02-07T11:01:56Z",,"ghost","Added aditional params option"
"jenkinsci","github-branch-source-plugin","https://github.com/jenkinsci/github-branch-source-plugin/pull/384","closed","2021-02-05T01:26:08Z","2021-02-05T22:13:39Z","bitwiseman","Move to using RateLimitChecker"
"jenkinsci","durable-task-plugin","https://github.com/jenkinsci/durable-task-plugin/pull/130","closed","2021-02-09T16:50:48Z","2021-03-31T17:16:03Z","ofosos","Add an option to load the PowerShell profile"
"jenkinsci","workflow-multibranch-plugin","https://github.com/jenkinsci/workflow-multibranch-plugin/pull/104","closed","2021-02-02T08:27:33Z","2021-03-26T21:40:07Z","timja","Bump subversion plugin dep"
"jenkinsci","qualys-was-plugin","https://github.com/jenkinsci/qualys-was-plugin/pull/5","closed","2021-02-10T04:13:31Z","2021-03-25T12:13:41Z","danlenar","List can be empty"
"jenkinsci","datadog-plugin","https://github.com/jenkinsci/datadog-plugin/pull/177","closed","2021-02-01T19:30:33Z","2021-03-04T14:43:05Z","mgarabed","Add dev troubleshooting comment"
"jenkinsci","tekton-client-plugin","https://github.com/jenkinsci/tekton-client-plugin/pull/55","closed","2021-02-01T06:03:39Z","2021-02-01T07:45:35Z","vinamra28","Add readOnly in Workspaces Declaration"
"jenkinsci","nuget-plugin","https://github.com/jenkinsci/nuget-plugin/pull/21","open","2021-02-15T14:58:09Z",,"dennisl","Add the ability to set the verbosity level for the nuget command"
"jenkinsci","jenkinsfile-runner","https://github.com/jenkinsci/jenkinsfile-runner/pull/468","closed","2021-02-13T15:22:43Z","2021-03-15T14:41:43Z","kennyg","Added brew formula"
"jenkinsci","pitmutation-plugin","https://github.com/jenkinsci/pitmutation-plugin/pull/78","closed","2021-02-05T17:26:13Z","2021-03-14T12:10:58Z","bgreen1005","Fixes to get the formatting correct in Jenkins"
"jenkinsci","hpe-application-automation-tools-plugin","https://github.com/jenkinsci/hpe-application-automation-tools-plugin/pull/369","closed","2021-02-01T12:24:35Z","2021-02-01T13:02:30Z","radislavB","set V2.204 as minimal version"
"jenkinsci","gerrit-trigger-plugin","https://github.com/jenkinsci/gerrit-trigger-plugin/pull/425","closed","2021-02-09T04:20:22Z","2021-03-12T13:41:48Z","mobangjack","[JENKINS-64783] Topic Association support"
"jenkinsci","prometheus-plugin","https://github.com/jenkinsci/prometheus-plugin/pull/205","closed","2021-02-01T12:44:08Z","2021-02-01T13:32:22Z","ShimiTaNaka","ISSUE-204 - last build metrics don't have stages breakdown"
"jenkinsci","pipeline-model-definition-plugin","https://github.com/jenkinsci/pipeline-model-definition-plugin/pull/415","closed","2021-02-11T19:44:38Z","2021-02-12T17:39:02Z","bitwiseman","[JENKINS-64846] Fix use of local declared variables inside matrix"
"jenkinsci","checks-api-plugin","https://github.com/jenkinsci/checks-api-plugin/pull/82","closed","2021-02-10T22:11:04Z","2021-02-18T14:42:49Z","ThusithaDJ","PublishChecks step: The conclusion should be none when status is not completed"
"jenkinsci","blueocean-plugin","https://github.com/jenkinsci/blueocean-plugin/pull/2129","closed","2021-02-12T01:37:41Z","2021-02-12T05:57:00Z","olamy","use slf4j 1.7.30"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5245","closed","2021-02-02T20:13:34Z","2021-02-04T15:15:16Z","jvz","Add log4j1 dependabot ignore entry"
"jenkinsci",".github","https://github.com/jenkinsci/.github/pull/42","closed","2021-02-15T19:30:22Z","2021-03-03T23:27:29Z","rantoniuk","Add default organisation-wide issue templates"
