"RUN_DATE", "MONTH", "GH_HANDLE", "FULL_NAME", "COMPANY", "GH_HANDLE_URL", "GH_HANDLE_AVATAR", "NBR_PR", "REPOSITORIES"
"2025-12-14T07-40-38Z", "2025-11", "viru0909-dev", "Virendra Gadekar — Backend Developer | Java • Spring Boot • SQL • APIs", "", "https://github.com/viru0909-dev", "https://avatars.githubusercontent.com/u/189955876?u=31988a14cbc793e2f9ddc50faeebd090005daa5b&v=4", "1", "jenkinsci/packaging"
