org,repository,url,state,created_at,merged_at,user.login,title
"jenkinsci","workflow-remote-loader-plugin","https://github.com/jenkinsci/workflow-remote-loader-plugin/pull/18","open","2020-07-04T02:29:39Z",,"MarkEWaite","[JENKINS-62767] Do not include JGit in hpi file"
"jenkinsci","lenient-shutdown-plugin","https://github.com/jenkinsci/lenient-shutdown-plugin/pull/8","open","2020-07-08T12:20:46Z",,"amedee","Remove oppressive language in code"
"jenkinsci","pipeline-build-step-plugin","https://github.com/jenkinsci/pipeline-build-step-plugin/pull/45","open","2020-07-06T20:04:53Z",,"jeffret-b","Use new isValid() API for ParameterDefinition."
"jenkinsci","artifact-manager-s3-plugin","https://github.com/jenkinsci/artifact-manager-s3-plugin/pull/141","open","2020-07-02T21:39:26Z",,"Spenser309","Upload big files"
"jenkinsci","flyway-runner-plugin","https://github.com/jenkinsci/flyway-runner-plugin/pull/14","closed","2020-07-10T12:13:35Z","2022-03-11T03:33:41Z","mig82","Update description in Jenkins plugins screen"
"jenkinsci","s3-plugin","https://github.com/jenkinsci/s3-plugin/pull/132","open","2020-07-09T20:16:30Z",,"wheelerlaw","Permit uploading artifacts for aborted builds"
"jenkinsci","antisamy-markup-formatter-plugin","https://github.com/jenkinsci/antisamy-markup-formatter-plugin/pull/24","open","2020-07-13T18:50:52Z",,"DonaldKallman","Allow <font>"
"jenkinsci","lenient-shutdown-plugin","https://github.com/jenkinsci/lenient-shutdown-plugin/pull/7","closed","2020-07-08T12:17:04Z","2021-10-01T15:08:15Z","amedee","Remove oppressive language in UI"
"jenkinsci","bom","https://github.com/jenkinsci/bom/pull/270","closed","2020-07-10T06:20:13Z","2020-07-15T13:30:26Z","basil","Add HTML Publisher to the managed set"
"jenkinsci","gravatar-plugin","https://github.com/jenkinsci/gravatar-plugin/pull/5","closed","2020-07-07T15:49:35Z","2021-08-20T03:54:01Z","shalithasuranga","Add documentation to Markdown supporting migration from wiki"
"jenkinsci","docker","https://github.com/jenkinsci/docker/pull/965","closed","2020-07-01T16:06:12Z","2021-08-02T11:07:43Z","v1v","[docker] support metadata labels"
