user,PR
"jglick",165
"MarkEWaite",126
"uhafner",100
"dduportal",100
"jtnord",70
"basil",66
"timja",62
"lemeurherve",48
"Vlatombe",46
"gounthar",45
"TimSVector",38
"kmartens27",37
"daniel-beck",33
"mawinter69",29
"krisstern",29
"smerle33",25
"NotMyFault",24
"amuniz",21
"strangelookingnerd",20
"AppVeyorBot",20
"mPokornyETM",19
"olamy",18
"zaman-akib",17
"dwnusbaum",15
"jonesbusy",13
"Dohbedoh",11
"jsmith-cb",9
"janfaracik",8
"ganesh-sadanala",8
"zbynek",7
"sharkister",7
"dorin7bogdan",7
"alecharp",7
"sridamul",6
"pyieh",6
"kuisathaverat",6
"brokenpip3",6
"alyssat",6
"StefanSpieker",6
"LizGaudet",6
"Greybird",6
"ErikRehmTT",6
"hervelemeur",5
"cronik",5
"asimell",5
"Waschndolos",5
"ChristianMa97",5
"viceice",4
"sarah-witt",4
"kishorekgarg",4
"jahid1209",4
"ammanders",4
"alin-iordache-ot",4
"Vandit1604",4
"slide",3
"skillcoder",3
"samrocketman",3
"s3nu",3
"rkosegi",3
"rantoniuk",3
"nikita-tkachenko-datadog",3
"mikecirioli",3
"michael-doubez",3
"ltagliamonte",3
"krezovic",3
"chriswininger",3
"bakito",3
"Pldi23",3
"yaroslavafenkin",2
"waltwilo",2
"tomasbjerre",2
"simonqbz",2
"jmMeessen",2
"eva-mueller-coremedia",2
"bluesentinelsec",2
"bigdaz",2
"bguerin",2
"berviantoleo",2
"avlitman",2
"andreibangau99",2
"akhilkolu",2
"Stikus",2
"Kevin-CB",2
"Denis1990",2
"BobDu",2
"0023-119",2
"xRokco",1
"werkt",1
"vishalhcl-5960",1
"sig-tithi",1
"sfc-gh-mayang",1
"rorybakerfmr",1
"pilere",1
"pbo-linaro",1
"pathob",1
"pankhurisaxena28",1
"nfalco79",1
"mwebber",1
"mtughan",1
"mgolshan",1
"mccanney",1
"maxlaverse",1
"kutzi",1
"krische",1
"jiri-meluzin",1
"jimklimov",1
"jillianwilson",1
"jamietanna",1
"itayporezky",1
"halkeye",1
"gwolf2u",1
"girishbalanagu",1
"evernat",1
"egoramazon",1
"eduard-tita",1
"edif2008",1
"dylan-white-bc",1
"drodriguezhdez",1
"davidmccanney",1
"cottsay",1
"ciis0",1
"chriskilding",1
"ceddy4395",1
"aytuncbeken",1
"aragonKrift",1
"aneveux",1
"alextu",1
"TheMeinerLP",1
"Tattoo",1
"ShriramSuryaAws",1
"Shossi",1
"Romi293",1
"Pstechnologies2014",1
"Luckybangar",1
"JanhviHarwani",1
"HeikoNardmann",1
"Denisiuss",1
"DavyJones2010",1
