org,repository,url,state,created_at,merged_at,user.login,title
"jenkinsci","lockable-resources-plugin","https://github.com/jenkinsci/lockable-resources-plugin/pull/219","open","2020-11-04T13:59:58Z",,"seyguai","fix for JENKINS-64127 (ConcurrentModificationException from lock step)"
"jenkinsci","checkmarx-plugin","https://github.com/jenkinsci/checkmarx-plugin/pull/55","closed","2020-11-12T16:38:42Z","2020-11-12T16:47:09Z","ghannamz","2020.4.x proxy"
"jenkinsci","conditional-buildstep-plugin","https://github.com/jenkinsci/conditional-buildstep-plugin/pull/22","closed","2020-11-11T21:53:54Z","2020-11-12T07:22:44Z","oleg-nenashev","Polish the documentation after migration to GitHub"
"jenkinsci","conditional-buildstep-plugin","https://github.com/jenkinsci/conditional-buildstep-plugin/pull/24","closed","2020-11-13T19:27:16Z","2020-12-01T10:35:00Z","MarkEWaite","Fix link from plugins site to GitHub source code"
"jenkinsci","display-url-api-plugin","https://github.com/jenkinsci/display-url-api-plugin/pull/42","closed","2020-11-12T01:20:08Z","2020-11-18T01:05:20Z","olamy","[JENKINS-64119] Display URL Plugin does not use user prefered implementations"
"jenkinsci","structs-plugin","https://github.com/jenkinsci/structs-plugin/pull/65","closed","2020-11-09T22:40:51Z","2021-05-10T21:02:46Z","jglick","Taking CustomDescribableModel out of beta"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5051","closed","2020-11-09T19:46:30Z","2020-12-08T07:29:22Z","timja","JENKINS-64196 Move PluginManager available page to client side"
"jenkinsci","scmskip-plugin","https://github.com/jenkinsci/scmskip-plugin/pull/6","open","2020-11-05T12:55:19Z",,"jdeniau","Skip only if all changes does skip"
"jenkinsci","workflow-cps-global-lib-plugin","https://github.com/jenkinsci/workflow-cps-global-lib-plugin/pull/102","open","2020-11-02T17:24:37Z",,"j3p0uk","Store data on Global Shared Library usage"
"jenkinsci","image-tag-parameter-plugin","https://github.com/jenkinsci/image-tag-parameter-plugin/pull/33","open","2020-11-10T22:50:22Z",,"JCFlores93","Ecr implementation"
"jenkinsci","postbuild-task-plugin","https://github.com/jenkinsci/postbuild-task-plugin/pull/6","closed","2020-11-01T09:56:34Z","2020-11-16T14:56:36Z","timja","JENKINS-64088 Fix plugin on 2.264"
"jenkinsci","jep","https://github.com/jenkinsci/jep/pull/334","closed","2020-11-10T13:47:22Z","2021-12-22T07:51:47Z","jglick","Marking JEP-227 & JEP-228 accepted"
"jenkinsci","metrics-plugin","https://github.com/jenkinsci/metrics-plugin/pull/74","closed","2020-11-12T17:36:30Z","2021-01-08T08:26:21Z","dwnusbaum","Plugins should use slf4j-api version from Jenkins core"
"jenkinsci","kubernetes-plugin","https://github.com/jenkinsci/kubernetes-plugin/pull/892","closed","2020-11-10T14:58:13Z","2020-11-12T12:54:31Z","Vlatombe","Add a QueueListener triggering node provisioning"
"jenkinsci","gerrit-code-review-plugin","https://github.com/jenkinsci/gerrit-code-review-plugin/pull/53","open","2020-11-05T17:26:58Z",,"whut","Move Jenkins Setup section back to README"
"jenkinsci","configuration-as-code-secret-ssm-plugin","https://github.com/jenkinsci/configuration-as-code-secret-ssm-plugin/pull/3","open","2020-11-09T12:35:11Z",,"galargh","Made CASC_SSM_PREFIX work properly with parameters stored in Secrets Manager"
"jenkinsci","pipeline-aws-plugin","https://github.com/jenkinsci/pipeline-aws-plugin/pull/256","open","2020-11-10T10:36:12Z",,"pjnkumar","Issue #232 CreateInstances for new StackSets and UpdateInstances per parameters"
"jenkinsci","workflow-basic-steps-plugin","https://github.com/jenkinsci/workflow-basic-steps-plugin/pull/137","closed","2020-11-13T20:41:24Z","2021-08-09T19:44:16Z","jglick","Corrected flakes in StashTest"
"jenkinsci","role-strategy-plugin","https://github.com/jenkinsci/role-strategy-plugin/pull/149","closed","2020-11-15T17:30:53Z","2020-12-26T16:18:46Z","res0nance","Performance: Use preauth filtering for matching names"
"jenkinsci","kubernetes-plugin","https://github.com/jenkinsci/kubernetes-plugin/pull/895","closed","2020-11-12T16:39:18Z","2020-11-13T08:54:07Z","Vlatombe","Log cloud name to launching logs"
"jenkinsci","mq-notifier-plugin","https://github.com/jenkinsci/mq-notifier-plugin/pull/30","closed","2020-11-02T11:11:26Z","2020-11-27T08:04:28Z","hampusjohansson1","Feature/durable delivery"
"jenkinsci","monitoring-plugin","https://github.com/jenkinsci/monitoring-plugin/pull/9","closed","2020-11-12T01:21:10Z","2020-12-22T22:24:23Z","evernat","[fixed JENKINS-62432] read-only monitoring reports"
"jenkinsci","saml-plugin","https://github.com/jenkinsci/saml-plugin/pull/91","closed","2020-11-03T08:56:31Z","2020-12-06T13:08:43Z","Vlatombe","Document that a system property is required for ADFS"
"jenkinsci","jmh-report-plugin","https://github.com/jenkinsci/jmh-report-plugin/pull/5","open","2020-11-06T13:27:51Z",,"mbauhardt","fix #4 Support Report Naming to be multiproject compatible"
"jenkinsci","metrics-plugin","https://github.com/jenkinsci/metrics-plugin/pull/70","closed","2020-11-06T16:00:05Z","2020-11-11T16:02:53Z","joseblas","JENKINS-63760 notifyQueued used"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5049","closed","2020-11-08T13:22:22Z","2021-02-25T21:05:24Z","kuisathaverat","[JENKINS-64107] Convert SSHD module to a plugin"
"jenkinsci","archetypes","https://github.com/jenkinsci/archetypes/pull/228","closed","2020-11-12T11:02:43Z","2021-02-16T18:43:51Z","daniel-beck","Remove badges"
"jenkinsci","audit-trail-plugin","https://github.com/jenkinsci/audit-trail-plugin/pull/47","closed","2020-11-10T10:12:30Z","2020-11-10T15:13:41Z","Wadeck","[JENKINS-63928] Prevent form name conflict"
"jenkinsci","branch-api-plugin","https://github.com/jenkinsci/branch-api-plugin/pull/236","closed","2020-11-15T22:08:43Z","2021-02-08T10:40:51Z","cwholmes","Add is primary environment to branch name contributor"
"jenkinsci","hashicorp-vault-plugin","https://github.com/jenkinsci/hashicorp-vault-plugin/pull/142","closed","2020-11-09T21:49:52Z","2020-12-17T13:20:32Z","SohamJ","docs(vault-secret-value): fix typo in vaultKey description"
"jenkinsci","ansible-plugin","https://github.com/jenkinsci/ansible-plugin/pull/35","closed","2020-11-04T14:38:57Z","2021-04-06T12:51:42Z","daniel-beck","Merge security fixes from 1.1 back into master"
"jenkinsci","jep","https://github.com/jenkinsci/jep/pull/326","closed","2020-11-04T00:56:03Z","2021-04-01T09:53:24Z","jglick","Draft JEP: Convert modules to plugins"
"jenkinsci","analysis-model","https://github.com/jenkinsci/analysis-model/pull/531","closed","2020-11-15T18:51:03Z","2021-03-30T21:45:13Z","uhafner","Call dedup after using the tree string builder"
"jenkinsci","timestamper-plugin","https://github.com/jenkinsci/timestamper-plugin/pull/86","closed","2020-11-06T01:20:28Z","2020-11-06T02:00:14Z","basil","[JENKINS-64126] Add license information to Timestamper plugin"
"jenkinsci","kubernetes-plugin","https://github.com/jenkinsci/kubernetes-plugin/pull/890","closed","2020-11-09T17:00:35Z","2020-11-12T11:34:29Z","narayanan","[JENKINS-61931] Add ability to set docker registry prefix for default JNLP image"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5054","closed","2020-11-10T17:53:21Z","2021-03-02T08:17:15Z","jeffret-b","Log a message about the interrupted exception at this level"
"jenkinsci","office-365-connector-plugin","https://github.com/jenkinsci/office-365-connector-plugin/pull/236","closed","2020-11-12T12:22:44Z","2021-02-23T21:31:16Z","s-j-nilsson","Global settings"
"jenkinsci","sshd-plugin","https://github.com/jenkinsci/sshd-plugin/pull/38","closed","2020-11-08T12:17:34Z","2021-02-22T19:27:49Z","kuisathaverat","[JENKINS-55582] Turn modules into plugins"
"jenkinsci","sshd-plugin","https://github.com/jenkinsci/sshd-plugin/pull/39","closed","2020-11-10T18:23:44Z","2021-02-16T19:17:53Z","jvz","[JENKINS-55813] Ensure account status exceptions prevent successful SSH authentication"
"jenkinsci","anchore-container-scanner-plugin","https://github.com/jenkinsci/anchore-container-scanner-plugin/pull/11","closed","2020-11-08T17:20:34Z","2021-02-13T23:14:14Z","MarkEWaite","Fix numbered list formatting in README"
"jenkinsci","remoting","https://github.com/jenkinsci/remoting/pull/422","closed","2020-11-03T21:33:02Z","2021-02-08T22:06:20Z","jglick","Undeprecate KeyUtils.fingerprint"
"jenkinsci","vectorcast-execution-plugin","https://github.com/jenkinsci/vectorcast-execution-plugin/pull/26","closed","2020-11-02T15:40:16Z","2020-11-02T15:41:22Z","nbelliot","Vce064"
"jenkinsci","jenkins-test-harness","https://github.com/jenkinsci/jenkins-test-harness/pull/261","closed","2020-11-05T18:41:25Z","2020-11-05T20:17:23Z","Wadeck","Auto-creation of API Token when using withBasicApiToken"
"jenkinsci","branch-api-plugin","https://github.com/jenkinsci/branch-api-plugin/pull/234","closed","2020-11-15T10:20:13Z","2021-01-25T22:06:33Z","res0nance","Use dropdownDescriptorSelector from core"
"jenkinsci","jobcopy-builder-plugin","https://github.com/jenkinsci/jobcopy-builder-plugin/pull/21","closed","2020-11-07T05:36:01Z","2021-01-23T07:16:42Z","ikedam","[JENKINS-64160] Remove junit from the dependency"
"jenkinsci","matrix-auth-plugin","https://github.com/jenkinsci/matrix-auth-plugin/pull/93","closed","2020-11-13T22:17:45Z","2021-01-20T22:56:17Z","jglick","Making PermissionAdderTest run in PCT"
"jenkinsci","docker","https://github.com/jenkinsci/docker/pull/1020","closed","2020-11-05T14:47:44Z","2020-12-07T13:32:31Z","garethjevans","feat: add windows images for LTSC 2019"
"jenkinsci","branch-api-plugin","https://github.com/jenkinsci/branch-api-plugin/pull/235","closed","2020-11-15T11:12:20Z","2020-12-04T01:15:04Z","res0nance","Use predicate form of getItems() provided by folders plugin"
"jenkinsci","templating-engine-plugin","https://github.com/jenkinsci/templating-engine-plugin/pull/129","closed","2020-11-04T15:46:45Z","2020-11-05T18:15:04Z","cokieffebah","2.0 features "
"jenkinsci","templating-engine-plugin","https://github.com/jenkinsci/templating-engine-plugin/pull/131","closed","2020-11-10T15:00:04Z","2020-11-17T15:13:47Z","cokieffebah","Issue 100"
"jenkinsci","jep","https://github.com/jenkinsci/jep/pull/332","closed","2020-11-09T15:34:03Z","2021-01-05T06:36:05Z","jglick","[JEP-229] Updates"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5047","closed","2020-11-06T14:51:10Z","2020-12-19T19:52:37Z","jglick","Removed admin monitor related to ZFS"
"jenkinsci","log-cli-plugin","https://github.com/jenkinsci/log-cli-plugin/pull/46","closed","2020-11-09T15:06:50Z","2020-12-20T21:12:29Z","jglick","[JEP-229] Use stock block-MRP profile"
"jenkinsci","acceptance-test-harness","https://github.com/jenkinsci/acceptance-test-harness/pull/620","closed","2020-11-13T01:32:11Z","2020-11-17T14:30:20Z","olamy","fix for pipeline-stage-view-2.18"
"jenkinsci","helm-charts","https://github.com/jenkinsci/helm-charts/pull/134","closed","2020-11-11T11:24:27Z","2020-12-17T16:14:58Z","oolfloo","Add Support for Azure Blob Storage Backup"
