org,repository,url,state,created_at,merged_at,user.login,title
"jenkinsci","publish-over-cifs-plugin","https://github.com/jenkinsci/publish-over-cifs-plugin/pull/11","closed","2020-06-06T00:34:33Z","2020-06-19T18:05:54Z","blakmajk","[FIXED JENKINS-18242] Add option to publish even when the build state is failure"
"jenkinsci","checkmarx-plugin","https://github.com/jenkinsci/checkmarx-plugin/pull/43","closed","2020-06-03T08:01:09Z","2020-06-03T08:01:33Z","majdmah","Feature/sca report new"
"jenkinsci","checkmarx-plugin","https://github.com/jenkinsci/checkmarx-plugin/pull/48","closed","2020-06-08T11:58:09Z","2020-06-08T11:58:18Z","majdmah","point to new common and raise version number"
"jenkinsci","bitbucket-branch-source-plugin","https://github.com/jenkinsci/bitbucket-branch-source-plugin/pull/318","open","2020-06-09T11:49:17Z",,"jimklimov","[JENKINS-61290] hard to see why a branch was not inspected - log them"
"jenkinsci","google-deployment-manager-plugin","https://github.com/jenkinsci/google-deployment-manager-plugin/pull/1","open","2020-06-02T15:11:12Z",,"jtnord","remove the gitProjectID as it causes issues in the UpdateCenter json"
"jenkinsci","remoting","https://github.com/jenkinsci/remoting/pull/383","open","2020-06-09T10:25:51Z",,"cpt1gl0","Ping repeatedly from ping thread"
"jenkinsci","github-branch-source-plugin","https://github.com/jenkinsci/github-branch-source-plugin/pull/310","open","2020-06-12T07:52:58Z",,"lifeofguenter","make webhook url configurable"
"jenkinsci","jira-plugin","https://github.com/jenkinsci/jira-plugin/pull/249","closed","2020-06-05T06:01:07Z","2020-06-13T07:01:02Z","olamy","[JENKINS-61689] Make JiraSite context aware - fix folder level configuration"
"jenkinsci","build-timeout-plugin","https://github.com/jenkinsci/build-timeout-plugin/pull/80","closed","2020-06-07T17:27:59Z","2022-01-31T15:24:41Z","darxriggs","Improve help files (wording & unused files)"
"jenkinsci","mailer-plugin","https://github.com/jenkinsci/mailer-plugin/pull/88","open","2020-06-08T16:55:20Z",,"chriskilding","[JENKINS-37655] Use Credentials API for SMTP authentication"
"jenkinsci","git-client-plugin","https://github.com/jenkinsci/git-client-plugin/pull/557","open","2020-06-07T05:19:06Z",,"MarkEWaite","[JENKINS-62579] Use windows system temp dir more often"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/4803","closed","2020-06-15T14:04:35Z","2020-06-24T16:56:26Z","jtnord","[JENKINS-62688] - Use user ID instead of full name in User.toString()"
"jenkinsci","gitea-plugin","https://github.com/jenkinsci/gitea-plugin/pull/24","closed","2020-06-13T17:07:16Z","2021-11-01T11:27:12Z","mecseid","FIX JENKINS-60017"
"jenkinsci","kubernetes-operator","https://github.com/jenkinsci/kubernetes-operator/pull/409","closed","2020-06-02T21:31:23Z","2020-06-07T09:19:09Z","MadsJakobsen","Check casc version to match changes in YamlSource"
