org,repository,url,state,created_at,merged_at,user.login,title
"jenkinsci","jenkinsfile-runner","https://github.com/jenkinsci/jenkinsfile-runner/pull/383","closed","2020-10-07T08:05:33Z","2020-10-07T09:21:00Z","oleg-nenashev","Enable SpotBugs reporting during the build"
"jenkinsci","job-dsl-plugin","https://github.com/jenkinsci/job-dsl-plugin/pull/1232","closed","2020-10-04T16:02:29Z","2021-10-27T07:47:54Z","jamietanna","Fix: Don't destroy credentials when re-creating folders"
"jenkinsci","junit-plugin","https://github.com/jenkinsci/junit-plugin/pull/180","closed","2020-10-10T11:04:17Z","2020-10-14T13:10:43Z","timja","Checks API integration"
"jenkinsci","github-branch-source-plugin","https://github.com/jenkinsci/github-branch-source-plugin/pull/344","closed","2020-10-01T11:06:53Z","2021-10-04T16:23:38Z","MindaugasLaganeckas","Use search to discover repositories based on topics"
"jenkinsci","bitbucket-build-status-notifier-plugin","https://github.com/jenkinsci/bitbucket-build-status-notifier-plugin/pull/48","closed","2020-10-02T17:17:13Z","2021-10-19T08:19:37Z","KasperFranz","Use Github as source of documentation"
"jenkinsci","hidden-parameter-plugin","https://github.com/jenkinsci/hidden-parameter-plugin/pull/4","open","2020-10-01T01:55:39Z",,"MarkEWaite","Fix formatting of docs in README"
"jenkinsci","p4-plugin","https://github.com/jenkinsci/p4-plugin/pull/121","closed","2020-10-02T17:21:27Z","2020-10-05T08:10:47Z","KasperFranz","Use Github as source of documentation"
"jenkinsci","zulip-plugin","https://github.com/jenkinsci/zulip-plugin/pull/28","open","2020-10-11T17:08:32Z",,"MarsDown","send notification if build status changes from before. #27"
"jenkinsci","rocketchatnotifier-plugin","https://github.com/jenkinsci/rocketchatnotifier-plugin/pull/147","closed","2020-10-01T01:41:09Z","2021-09-13T09:03:06Z","MarkEWaite","Use README from GitHub"
"jenkinsci","extras-executable-war","https://github.com/jenkinsci/extras-executable-war/pull/26","closed","2020-10-14T13:01:49Z","2021-09-01T18:06:03Z","res0nance","Cleanup codebase and move to Java 8"
"jenkinsci","parameterized-trigger-plugin","https://github.com/jenkinsci/parameterized-trigger-plugin/pull/147","closed","2020-10-08T14:52:46Z","2021-08-26T10:33:04Z","gjabouley-invn","Support env vars to define filePattern of FileBuildParameterFactory"
"jenkinsci","branch-api-plugin","https://github.com/jenkinsci/branch-api-plugin/pull/220","closed","2020-10-14T15:53:33Z","2020-12-16T16:41:09Z","jglick","Do not printStackTrace on an exception you are going to rethrow"
"jenkinsci","JenkinsPipelineUnit","https://github.com/jenkinsci/JenkinsPipelineUnit/pull/299","open","2020-10-01T14:00:27Z",,"Willem1987","Implement propertyMissing method"
"jenkinsci","config-file-provider-plugin","https://github.com/jenkinsci/config-file-provider-plugin/pull/90","closed","2020-10-15T14:59:21Z","2021-04-21T15:55:40Z","tykeal","Add credential management to custom files"
"jenkinsci","cloudbees-folder-plugin","https://github.com/jenkinsci/cloudbees-folder-plugin/pull/160","closed","2020-10-14T15:54:23Z","2021-04-15T09:05:33Z","jglick","Use Functions.printStackTrace"
"jenkinsci","ec2-plugin","https://github.com/jenkinsci/ec2-plugin/pull/515","closed","2020-10-14T22:45:56Z","2021-04-03T07:31:34Z","JamesForsee","Add retry logic for connection timeout exception"
