user,PR
"nicolas-grekas",475
"javiereguiluz",166
"OskarStark",162
"fabpot",122
"stof",120
"MatTheCat",84
"alexandre-daubois",82
"Koc",75
"carsonbot",66
"ro0NL",51
"wouterj",47
"VincentLanglet",37
"ruudk",36
"weaverryan",32
"derrabus",30
"GromNaN",28
"xabbuh",26
"alexislefebvre",26
"fancyweb",24
"chalasr",23
"alamirault",23
"94noni",22
"lyrixx",19
"github-actions",17
"danepowell",14
"y4roc",13
"tillkruss",11
"ostrolucky",11
"soyuka",10
"Neirda24",10
"Saggre",9
"victor-prdh",8
"silverbackdan",8
"pkruithof",8
"otsch",8
"HypeMC",8
"thePanz",7
"faizanakram99",7
"yceruto",6
"ju1ius",6
"jeremyFreeAgent",6
"HeahDude",6
"wimhendrikx",5
"williarin",5
"tgalopin",5
"shouze",5
"maxbeckers",5
"jrushlow",5
"jmsche",5
"dbrumann",5
"bocharsky-bw",5
"WebMamba",5
"xepozz",4
"webdevilopers",4
"vvasiloi",4
"smnandre",4
"mtarld",4
"kbond",4
"florentdestremau",4
"dustinwilson",4
"alli83",4
"adnen-chouibi",4
"AdamKatzDev",4
"unixslayer",3
"symfony-bot",3
"mw3e21a",3
"msteltenpool",3
"ker0x",3
"jvasseur",3
"hantsy",3
"gassan",3
"dunglas",3
"Nyholm",3
"Matth--",3
"JoshuaBehrens",3
"Bilge",3
"vladis84",2
"smelesh",2
"seb-jean",2
"rodnaph",2
"ovrflo",2
"norkunas",2
"michael-grunder",2
"maxhelias",2
"junaidbinfarooq",2
"henrikac",2
"glady",2
"dmaicher",2
"dawkaa",2
"baumerdev",2
"ThomasLandauer",2
"Seb33300",2
"RobertMe",2
"Kocal",2
"FlyingDR",2
"EmilMassey",2
"CJayHe",2
"BackEndTea",2
"AntoineAresu",2
"1ed",2
"welcoMattic",1
"webda2l",1
"upyx",1
"till",1
"tigitz",1
"tarlepp",1
"staabm",1
"spackmat",1
"shrikeh",1
"shochdoerfer",1
"seferov",1
"sabruss",1
"rosier",1
"renanbr",1
"rabdelaziz",1
"plfort",1
"nacorp",1
"mondrake",1
"mfb",1
"mdoutreluingne",1
"l-vo",1
"jack-worman",1
"herberterich",1
"haskel",1
"florimondmanca",1
"esserj",1
"ericfernance",1
"eexit",1
"dr-matt-smith",1
"dotdevpro",1
"dkarlovi",1
"deguif",1
"damienalexandre",1
"cyrille-osyla",1
"cpetit-sigma-fr",1
"cay89",1
"bastnic",1
"bartrail",1
"artyuum",1
"angelov",1
"anavarre",1
"amalricBzh",1
"Seldaek",1
"Robert-TelePsy",1
"PhilETaylor",1
"NicolasCARPi",1
"MrYamous",1
"MichaelKubovic",1
"KojoEnch",1
"Jeroeny",1
"Iyadhfaleh",1
"COil",1
