user,PR
"nicolas-grekas",307
"fabpot",98
"derrabus",70
"weaverryan",66
"javiereguiluz",61
"carsonbot",57
"kbond",38
"fancyweb",29
"DanielBadura",28
"welcoMattic",27
"github-actions",24
"jrushlow",22
"jderusse",21
"94noni",21
"ro0NL",20
"l-vo",17
"OskarStark",16
"JabriAbdelilah",16
"theofidry",15
"Nyholm",15
"GromNaN",15
"wouterj",13
"symfony-bot",13
"jvasseur",13
"WinterSilence",13
"stof",12
"mpdude",11
"chalasr",10
"shadowc",9
"fchris82",9
"dunglas",8
"alexander-schranz",8
"PhilETaylor",8
"HypeMC",8
"norkunas",7
"xabbuh",6
"stloyd",6
"flack",6
"codedmonkey",6
"bitgandtter",6
"Rezyan",6
"xjm",5
"trsteel88",5
"jlekowski",5
"htmlshaman1",5
"gam6itko",5
"bocharsky-bw",5
"alebedev80",5
"Seldaek",5
"Bilge",5
"louismariegaborit",4
"loic425",4
"issamkhadiri1989",4
"hjanuschka",4
"fbourigault",4
"enumag",4
"alexandre-daubois",4
"Warxcell",4
"TwanVermeulen",4
"GwendolenLynch",4
"CipherdevNL",4
"BlackbitDevs",4
"Ahummeling",4
"vvasiloi",3
"stchr",3
"rvanlaak",3
"rodnaph",3
"mtarld",3
"lyrixx",3
"fbiesse",3
"acrobat",3
"AndreasA",3
"rmikalkenas",2
"natewiebe13",2
"mxr576",2
"leonexcc",2
"kaznovac",2
"helhum",2
"dvaeversted",2
"dmitryuk",2
"defixje",2
"cscrewsandcaptains",2
"core23",2
"casahugo",2
"alexislefebvre",2
"alamirault",2
"Pixelshaped",2
"Lyrkan",2
"Lenny4",2
"IonBazan",2
"HeahDude",2
"GrahamCampbell",2
"EmilMassey",2
"DarkGhostHunter",2
"DaDeather",2
"zluiten",1
"zairigimad",1
"yceruto",1
"xorik",1
"wolkenheim",1
"wkania",1
"williamdes",1
"willemverspyck",1
"wikando-ck",1
"veto221",1
"tucksaun",1
"tjveldhuizen",1
"tarlepp",1
"sveneld",1
"stijnhau",1
"simonberger",1
"siganushka",1
"seb-jean",1
"sadikoff",1
"runephilosof-abtion",1
"rosier",1
"robinmalburn",1
"pbowyer",1
"nicoalonso",1
"mwalczak",1
"mjpvandenberg",1
"kissifrot",1
"keradus",1
"jokaorgua",1
"jmsche",1
"jiangbajin",1
"jeroennoten",1
"jenkoian",1
"jannick-holm",1
"houssemz",1
"gabrielsolomon",1
"epixian",1
"dkarlovi",1
"chrisguitarguy",1
"chr-hertel",1
"catch56",1
"beberlei",1
"b1rdex",1
"azjezz",1
"andrew-demb",1
"adrienfr",1
"adpauly",1
"Tobion",1
"Seb33300",1
"SVillette",1
"SHTIKOV",1
"Rubinum",1
"PythooonUser",1
"Peukku",1
"Nessnkr",1
"Matth--",1
"Korbeil",1
"Kocal",1
"Jibbarth",1
"JDDoesDev",1
"CountZero1981",1
"CedrickOka",1
"BurningDog",1
"BahmanMD",1
"AbdelilahJabri",1
