user,PR
"nodejs-github-bot",494
"ovflowd",212
"mcollina",153
"KhafraDev",143
"aduh95",136
"Uzlopak",106
"targos",93
"mhdawson",68
"codecov-commenter",65
"anonrig",64
"GeoffreyBooth",61
"bmuenzenmeyer",55
"AugustinMauroy",46
"richardlau",42
"RafaelGSS",42
"micheleriva",39
"metcoder95",38
"MattIPv4",35
"ronag",34
"ShogunPanda",29
"marco-ippolito",28
"tsctx",25
"merceyz",24
"MoLow",22
"styfle",21
"matthewkeil",21
"joyeecheung",20
"rvagg",19
"benjamingr",19
"lpinca",18
"tniessen",14
"mwelwankuta",13
"UlisesGascon",13
"sosukesuzuki",12
"mikeesto",12
"arcanis",12
"alex",12
"canerakdas",11
"H4ad",11
"Ethan-Arrowood",11
"mochaaP",10
"mdrobny",9
"guybedford",9
"StefanStojanovic",9
"BridgeAR",9
"lukekarrys",8
"dygabo",8
"xsbchen",7
"sumitradawn",7
"mertcanaltin",7
"atlowChemi",7
"toyobayashi",6
"shanpriyan",6
"panva",6
"liudonghua123",6
"legendecas",6
"cclauss",6
"Qard",6
"Medhansh404",6
"zcbenz",5
"lemire",5
"duncanchiu409",5
"domdomegg",5
"bradh352",5
"tims-bsquare",4
"stefanbeigel",4
"sheplu",4
"rossilor95",4
"pulkit-30",4
"meyfa",4
"kvakil",4
"bnb",4
"Janrupf",4
"Flarna",4
"shipujin",3
"pluris",3
"paulobelucci",3
"ljharb",3
"khardix",3
"hulkish",3
"flakey5",3
"fercho-dev",3
"everett1992",3
"Davidthecode",3
"AndresMorelos",3
"rluvaton",2
"pimterry",2
"ognjenjevremovic",2
"miladfarca",2
"lucshi",2
"jeremymeng",2
"isker",2
"gengjiawen",2
"dougwilson",2
"debadree25",2
"cola119",2
"big-kahuna-burger",2
"bahamat",2
"anurag-roy",2
"Taahoyare",2
"MrJithil",2
"James1x0",2
"IlyasShabi",2
"BethGriggs",2
"wraithgar",1
"weyert",1
"wesleytodd",1
"vmoroz",1
"stduhpf",1
"saghul",1
"ruyadorno",1
"regseb",1
"raphael-theriault-swi",1
"oyyd",1
"oNavShaHo",1
"nschonni",1
"koko1928",1
"kettanaito",1
"jperkin",1
"jcbhmr",1
"edreesshabsough",1
"devsnek",1
"bricss",1
"bensternthal",1
"bekcpear",1
"arthurfiorette",1
"addaleax",1
"abmusse",1
"VoltrexKeyva",1
"Trott",1
"Semigradsky",1
"RaisinTen",1
"MohamadMirzaeiDev",1
"MeowShe",1
"JakobJingleheimer",1
"Gitjimmy2",1
