user,PR
"KhafraDev",41
"Trott",27
"aduh95",26
"nodejs-github-bot",21
"richardlau",19
"ovflowd",19
"RafaelGSS",19
"RaisinTen",17
"targos",14
"MoLow",13
"ruyadorno",12
"panva",12
"mhdawson",10
"juanarbol",10
"anonrig",9
"tniessen",7
"santigimeno",7
"EmmaDawsonDev",7
"theanarkh",6
"legendecas",6
"joyeecheung",6
"daeyeon",6
"Wai-Dung",6
"nschonni",5
"lpinca",5
"junwen-k",5
"jasnell",5
"gengjiawen",5
"facutuesca",5
"danielleadams",5
"bnoordhuis",5
"AugustinMauroy",5
"shlommo",4
"bnb",4
"KwanJunWen",4
"HassanBahati",4
"vaishnav-mk",3
"sonimadhuri",3
"ronag",3
"rluvaton",3
"kvakil",3
"cjihrig",3
"ShogunPanda",3
"Qard",3
"thoqbk",2
"pimterry",2
"ochafik",2
"lyqht",2
"lukekarrys",2
"lucshi",2
"iSatVeerSingh",2
"gireeshpunathil",2
"gabylb",2
"forgeRW",2
"flakey5",2
"depimomo",2
"cola119",2
"codebytere",2
"cloydlau",2
"bmuenzenmeyer",2
"benhalverson",2
"arhart",2
"TimShilov",2
"Sorikairox",2
"MylesBorins",2
"MrJithil",2
"DominusKelvin",2
"Djunnni",2
"0mns",2
"zombieleet",1
"zero1seven",1
"vmoroz",1
"vickymhs",1
"tony-go",1
"szuend",1
"srl295",1
"slim-codes",1
"sethetter",1
"sefaun",1
"samcurteis",1
"sagar-kashyap",1
"pbo-linaro",1
"pavelhoral",1
"oooshima",1
"ntedgi",1
"nikhil-7span",1
"mmomtchev",1
"meyfa",1
"metcoder95",1
"mateonunez",1
"m5r",1
"lucyoswald",1
"ljharb",1
"kxrt",1
"komen205",1
"kenrick95",1
"kapouer",1
"jviotti",1
"isaacudofia",1
"hckhanh",1
"guybedford",1
"galbwe",1
"fossamagna",1
"dominykas",1
"dnalborczyk",1
"dfabulich",1
"davedoesdev",1
"danbev",1
"climba03003",1
"cclauss",1
"brandonmcconnell",1
"benjamingr",1
"bengl",1
"aymen94",1
"ashishkurmi",1
"arcanis",1
"anilsahindev",1
"andreysoktoev",1
"andreas-schwab",1
"Zack-Dx",1
"XadillaX",1
"Tushar-Official",1
"TrellixVulnTeam",1
"SiarheiFedartsou",1
"Raton-Laveur",1
"NickNaso",1
"MeowShe",1
"LiviaMedeiros",1
"Kikobeats",1
"KevinEady",1
"JohnTitor",1
"JckXia",1
"IlyasShabi",1
"GeoffreyBooth",1
"Gamadril",1
"FuPeiJiang",1
"Flarna",1
"F3n67u",1
"Cesar-M-Diaz",1
