user,PR
"nodejs-github-bot",535
"aduh95",404
"ronag",209
"jasnell",165
"Trott",164
"RaisinTen",119
"targos",118
"mcollina",117
"benjamingr",109
"JakobJingleheimer",93
"mhdawson",79
"dnlup",72
"richardlau",66
"Ethan-Arrowood",65
"bmeck",55
"tniessen",50
"ljharb",48
"guybedford",44
"Linkgoron",44
"panva",42
"devsnek",42
"addaleax",41
"GeoffreyBooth",32
"marsonya",31
"Wai-Dung",27
"gabrielschulhof",26
"MylesBorins",23
"nschonni",22
"DeeDeeG",20
"jayaddison",19
"ruyadorno",18
"github-actions",18
"codecov-io",18
"mscdex",17
"gireeshpunathil",17
"arcanis",17
"marocchino",15
"juanarbol",14
"cclauss",14
"AshCripps",14
"gengjiawen",13
"ttzztztz",12
"bcoe",12
"ExE-Boss",12
"danielleadams",11
"BethGriggs",11
"codecov",10
"XhmikosR",10
"yagipy",9
"sajal50",9
"danbev",9
"coreyfarrell",9
"rangoo94",8
"outsideris",8
"lpinca",8
"bnb",8
"Lxxyx",8
"NickNaso",7
"yous",6
"mfonville",6
"matthewp",6
"legendecas",6
"cspotcode",6
"PeterDaveHello",6
"srl295",5
"rvagg",5
"phillipj",5
"joyeecheung",5
"jimmywarting",5
"designMoreWeb",5
"delvedor",5
"benhalverson",5
"SimenB",5
"RamyasreeSiri",5
"ItzLevvie",5
"BridgeAR",5
"rodion-arr",4
"martinheidegger",4
"joesepi",4
"isuruf",4
"iarna",4
"iansu",4
"gr2m",4
"dmabupt",4
"XadillaX",4
"LaurentGoderre",4
"KevinEady",4
"DaKaZ",4
"watilde",3
"santigimeno",3
"mmarchini",3
"laosb",3
"knqyf263",3
"e-jigsaw",3
"codebytere",3
"Marcuse7",3
"Flarna",3
"Fishrock123",3
"DerekNonGeneric",3
"ChALkeR",3
"Ayase-252",3
"Aissaoui-Ahmed",3
"taggon",2
"silverskyvicto",2
"noce2",2
"matinzd",2
"lukeed",2
"lirantal",2
"lexarflash8g",2
"kaznovac",2
"jamiebuilds",2
"ert78gb",2
"cjihrig",2
"aramb-dev",2
"apapirovski",2
"alexandrtovmach",2
"TomerAberbach",2
"Jamesernator",2
"wayne-li2",1
"vdeturckheim",1
"tianon",1
"thornyweb",1
"szmarczak",1
"sxa",1
"sudodoki",1
"sindresorhus",1
"priyank-p",1
"owl-from-hogvarts",1
"ovflowd",1
"noon2a",1
"mreinstein",1
"minrk",1
"mikeesto",1
"metcoder95",1
"merceyz",1
"kurtextrem",1
"kuasha420",1
"kibertoad",1
"kapouer",1
"jschlight",1
"jfathman",1
"januwA",1
"isaacs",1
"gziskind",1
"gimyhendrix7",1
"fundon",1
"fraxken",1
"eltociear",1
"domenic",1
"celyes",1
"budarin",1
"bricss",1
"beltran-rubo",1
"atefBB",1
"apostolos",1
"antsmartian",1
"aks-",1
"ai",1
"UlisesGascon",1
"Snickdx",1
"RafaelGSS",1
"PoojaDurgad",1
"OtabekVaxobov",1
"Jaxkr",1
"JacksonTian",1
"Delapouite",1
"DanielRuf",1
"ChuanyuWang",1
"CLAassistant",1
"Alhadis",1
"AdamMajer",1
