user,PR
"nodejs-github-bot",551
"ronag",254
"targos",209
"github-actions",166
"Trott",161
"aduh95",150
"mcollina",110
"jasnell",110
"richardlau",90
"lancemccluskey",72
"mhdawson",67
"codecov-commenter",65
"GeoffreyBooth",60
"bcoe",52
"Wai-Dung",51
"manishprivet",49
"Qard",48
"guybedford",46
"nschonni",45
"bmeck",43
"JakobJingleheimer",40
"ktfth",37
"benhalverson",37
"addaleax",36
"benjamingr",33
"VoltrexKeyva",32
"lpinca",31
"legendecas",29
"himself65",27
"tniessen",25
"ejose19",24
"szmarczak",23
"Flarna",21
"RaisinTen",18
"Mesteery",18
"manidlou",16
"ljharb",15
"foxxyz",15
"rluvaton",14
"delvedor",14
"PeterDaveHello",13
"rodion-arr",12
"panva",11
"bnb",11
"AshCripps",11
"mscdex",10
"mikeesto",9
"joyeecheung",9
"RafaelGSS",9
"Ethan-Arrowood",9
"BethGriggs",9
"tianon",8
"rvagg",8
"mikemadest",8
"metcoder95",8
"gireeshpunathil",8
"fanchenkong1",8
"danbev",8
"arcanis",8
"XhmikosR",8
"MylesBorins",8
"not-implemented",7
"joesepi",7
"canterberry",7
"RyanZim",7
"AndreasMadsen",7
"rajatmaheshwari2512",6
"cjihrig",6
"Sy1v4in",6
"Salihan04",6
"Relequestual",6
"yous",5
"wraithgar",5
"jimmywarting",5
"gabrielschulhof",5
"devsnek",5
"Nytelife26",5
"NickNaso",5
"NN-Binary",5
"rgerd",4
"nicolo-ribaudo",4
"merceyz",4
"jackycute",4
"indutny",4
"gjunkie",4
"dengweichi",4
"DerekNonGeneric",4
"wwwzbwcom",3
"vtjnash",3
"schmod",3
"ruyadorno",3
"outsideris",3
"oluan",3
"kumarak",3
"kkoopa",3
"iansu",3
"dnlup",3
"codecov",3
"bsergean",3
"ameyamjoshi",3
"alexandrtovmach",3
"DRoet",3
"yashLadha",2
"willin",2
"wa-Nadoo",2
"styfle",2
"sokra",2
"silverwind",2
"s-mrb",2
"ovflowd",2
"nickmccurdy",2
"lance",2
"juanarbol",2
"jameshilliard",2
"jakearchibald",2
"himadriganguly",2
"giltayar",2
"fraxken",2
"deepakrkris",2
"bricss",2
"akgupta0777",2
"Urigo",2
"SimenB",2
"KristianRykkje",2
"KevinEady",2
"xmikus01",1
"xaxdev",1
"weswigham",1
"victorgomes",1
"ttzztztz",1
"ttshivers",1
"trxcllnt",1
"striezel",1
"starkwang",1
"sideshowbarker",1
"samuelmaddock",1
"ryzokuken",1
"rriizzoo",1
"rickyes",1
"reuben",1
"pgg",1
"npm-robot",1
"natalaglenn7",1
"mvillaizan",1
"mmarchini",1
"misterdjules",1
"miladfarca",1
"martin-g",1
"lucshi",1
"lucascloarec",1
"lostpebble",1
"lirantal",1
"lewgordon",1
"joaopedrocampos",1
"jbergstroem",1
"jarrodconnolly",1
"hyperlink",1
"helio-frota",1
"hamishwillee",1
"gipcompany",1
"ghinks",1
"gdams",1
"evanlucas",1
"domenic",1
"designMoreWeb",1
"debadree25",1
"darcyclarke",1
"danielleadams",1
"bripkens",1
"bnoordhuis",1
"bluet",1
"bainzo",1
"anonrig",1
"altanunsal",1
"STRd6",1
"RuralDependencies",1
"RomainLanz",1
"Medialo",1
"Linkgoron",1
"JohnTitor",1
"JackFreelander",1
"Heikrana",1
"GaryGSC",1
"DvdGiessen",1
"Ayase-252",1
"Arthur-Milchior",1
