user,PR
"nodejs-github-bot",969
"aduh95",303
"ovflowd",288
"Trott",196
"mcollina",137
"anonrig",136
"RaisinTen",128
"mhdawson",123
"github-actions",108
"jasnell",106
"richardlau",98
"codecov-commenter",96
"targos",91
"RafaelGSS",79
"Qard",79
"Flarna",75
"KhafraDev",71
"addaleax",54
"legendecas",52
"AugustinMauroy",52
"MoLow",50
"juanarbol",49
"nschonni",37
"cjihrig",34
"benhalverson",32
"joyeecheung",31
"daeyeon",31
"ronag",30
"abenhamdine",30
"shlommo",29
"panva",29
"GeoffreyBooth",28
"ljharb",24
"tniessen",23
"danielleadams",23
"pimterry",22
"gengjiawen",22
"MrJithil",21
"tony-go",20
"srl295",20
"lpinca",20
"bmeck",19
"lucshi",18
"bnoordhuis",18
"vaishnav-mk",17
"benjamingr",17
"EmmaDawsonDev",17
"ruyadorno",16
"ShogunPanda",16
"metcoder95",15
"VoltrexKeyva",15
"rluvaton",14
"mscdex",14
"dsanders11",14
"jviotti",13
"debadree25",12
"DominusKelvin",12
"facutuesca",11
"HassanBahati",11
"thomasbnt",10
"deian",10
"bnb",10
"Wai-Dung",10
"SimenB",10
"JakobJingleheimer",10
"vmoroz",9
"styfle",9
"slim-codes",9
"jimmywarting",9
"gireeshpunathil",9
"brandonmcconnell",9
"thoqbk",8
"theanarkh",8
"codecov",8
"sethetter",7
"flakey5",7
"BridgeAR",7
"kibertoad",6
"hursittarcan",6
"manishprivet",5
"lyqht",5
"lukekarrys",5
"kxrt",5
"kenrick95",5
"junwen-k",5
"dfabulich",5
"cclauss",5
"UlisesGascon",5
"KevinEady",5
"Djunnni",5
"sxa",4
"sonimadhuri",4
"rvagg",4
"pbo-linaro",4
"oooshima",4
"feross",4
"zekth",3
"vickymhs",3
"ntedgi",3
"mikeesto",3
"mateonunez",3
"danbev",3
"cola119",3
"aymen94",3
"TrySound",3
"No9",3
"LiviaMedeiros",3
"Gamadril",3
"Cesar-M-Diaz",3
"BethGriggs",3
"zombieleet",2
"xtx1130",2
"waitingsong",2
"vrunoa",2
"usrtax",2
"sheplu",2
"sgallagher",2
"santigimeno",2
"piranna",2
"orta",2
"miladfarca",2
"merceyz",2
"manekinekko",2
"kapouer",2
"iambumblehead",2
"iSatVeerSingh",2
"guybedford",2
"gr2m",2
"benmccann",2
"ashthespy",2
"arcanis",2
"anilsahindev",2
"alwinb",2
"WaleedAshraf",2
"TimShilov",2
"Sorikairox",2
"PeterDaveHello",2
"MylesBorins",2
"FuPeiJiang",2
"ywave620",1
"yhoungdev",1
"willin",1
"tlhunter",1
"taggon",1
"silverwind",1
"sefaun",1
"robertgzr",1
"repsac-by",1
"phawxby",1
"pecampelo",1
"pavelhoral",1
"parmishh",1
"oca159",1
"nosovk",1
"niyas-sait",1
"nikhil-7span",1
"mmomtchev",1
"maximelkin",1
"lovell",1
"liuxingbaoyu",1
"kvakil",1
"karlhorky",1
"kapv89",1
"john-yan",1
"joesepi",1
"jkrems",1
"jdx",1
"jaslong",1
"hckhanh",1
"fossamagna",1
"forgeRW",1
"fengmk2",1
"edsadr",1
"dyst5422",1
"dnalborczyk",1
"digambar-t7",1
"devsnek",1
"davidkadaria",1
"davedoesdev",1
"climba03003",1
"bmuenzenmeyer",1
"arslan-raza-143",1
"andreas-schwab",1
"aikar",1
"Zack-Dx",1
"ZYSzys",1
"XiLaiTL",1
"XadillaX",1
"WaWa738",1
"Uzlopak",1
"TiagoDanin",1
"StefanStojanovic",1
"Rodocasa",1
"RReverser",1
"OmiCoding",1
"NickNaso",1
"MeowShe",1
"MarshallOfSound",1
"Kikobeats",1
"Julusian",1
"JoeTorrey",1
"JithilNCA",1
"Holi0317",1
"F3n67u",1
"AdriVanHoudt",1
"0mns",1
