user,PR
"nodejs-github-bot",491
"Trott",279
"jasnell",210
"addaleax",198
"ronag",163
"bnb",128
"mhdawson",121
"MylesBorins",114
"richardlau",102
"mcollina",81
"bmeck",75
"bnoordhuis",74
"mmarchini",72
"aduh95",65
"targos",58
"puzpuzpuz",51
"gengjiawen",48
"Flarna",47
"gabrielschulhof",45
"guybedford",43
"devsnek",43
"metcoder95",41
"ljharb",41
"codebytere",36
"lundibundi",33
"gireeshpunathil",31
"cclauss",30
"DerekNonGeneric",27
"szmarczak",26
"baradm100",25
"srl295",22
"ghinks",22
"mscdex",21
"nschonni",20
"mrutkows",20
"lpinca",20
"github-actions",20
"Ethan-Arrowood",20
"himself65",19
"tniessen",18
"ruyadorno",17
"rickyes",16
"yous",15
"rvagg",15
"benjamingr",15
"MattiasBuelens",15
"phillipj",14
"robey",13
"AshCripps",13
"yashLadha",11
"ryzokuken",11
"preyunk",11
"joyeecheung",11
"iandrc",11
"BridgeAR",11
"Aschen",11
"thescientist13",10
"jkrems",10
"bzoz",10
"branisha",10
"tolmasky",9
"masx200",9
"codecov",9
"NickNaso",9
"sxa",8
"shadowspawn",8
"juanarbol",8
"cjihrig",8
"benhalverson",8
"rodion-arr",7
"dominykas",7
"danbev",7
"bcoe",7
"Qard",7
"KuthorX",7
"BethGriggs",7
"zbot473",6
"trivikr",6
"richard-townsend-arm",6
"SimenB",6
"PeterDaveHello",6
"MarshallOfSound",6
"sapics",5
"rexagod",5
"marocchino",5
"lovell",5
"josephhackman",5
"evanlucas",5
"codecov-commenter",5
"outsideris",4
"khaosdoctor",4
"indutny",4
"devnexen",4
"awwright",4
"GeoffreyBooth",4
"willin",3
"theanarkh",3
"larson-carter",3
"joesepi",3
"j3lamp",3
"gr2m",3
"glemiere",3
"gibson042",3
"ggreco",3
"dnlup",3
"danielleadams",3
"danielgindi",3
"bricss",3
"SukkaW",3
"RafaelGSS",3
"EdenZadikove",3
"DmitryScaletta",3
"zjiaz",2
"zackschuster",2
"wa-Nadoo",2
"vweevers",2
"vdeturckheim",2
"rishabh96b",2
"nassiharel",2
"legendecas",2
"judy-fei",2
"designMoreWeb",2
"bmacnaughton",2
"arcanis",2
"antsmartian",2
"PoojaDurgad",2
"Nishikoh",2
"HarshithaKP",2
"Eomm",2
"ChALkeR",2
"zkochan",1
"yorkie",1
"wraithgar",1
"watson",1
"vsemozhetbyt",1
"viktor-ku",1
"tvainika",1
"tstreamDOTh",1
"supita",1
"siraben",1
"silverwind",1
"sam-github",1
"rosaxxny",1
"nmalyschkin",1
"mkrawczuk",1
"lsr0",1
"lirantal",1
"kobelb",1
"killagu",1
"kellyselden",1
"jucke",1
"jimmywarting",1
"implausible",1
"gabylb",1
"fluggo",1
"feross",1
"dougwilson",1
"delvedor",1
"clarkttfu",1
"atian25",1
"apapirovski",1
"alexkvak",1
"XhmikosR",1
"WaleedAshraf",1
"Wai-Dung",1
"TheRealNoir",1
"Starefossen",1
"SMotaal",1
"RaisinTen",1
"NikolasMelui",1
"MrHeer",1
"MrCheater",1
"MartinJK",1
"LaurentGoderre",1
"KilianKilmister",1
"JCMais",1
"GrahamCampbell",1
"FeelyChau",1
"CLAassistant",1
"AminTaghikhani",1
