user,PR
"nodejs-github-bot",633
"aduh95",125
"mcollina",120
"ronag",104
"tsctx",103
"anonrig",94
"targos",64
"codecov-commenter",58
"KhafraDev",52
"joyeecheung",50
"GeoffreyBooth",41
"mhdawson",32
"lemire",32
"jasnell",31
"ljharb",28
"UlisesGascon",26
"richardlau",25
"ShogunPanda",24
"JakobJingleheimer",24
"tniessen",23
"metcoder95",23
"RafaelGSS",21
"lpinca",19
"rluvaton",18
"ovflowd",18
"marco-ippolito",18
"H4ad",16
"pulkit-30",15
"GhoulKingR",15
"sanjaiyan-dev",14
"Qard",13
"bmuenzenmeyer",12
"MoLow",12
"sosukesuzuki",11
"legendecas",11
"ilteoood",11
"atlowChemi",11
"BridgeAR",11
"StefanStojanovic",10
"privatenumber",9
"hulkish",8
"antoinegomez",8
"canerakdas",7
"benjamingr",7
"NiharPhansalkar",7
"vmoroz",6
"knksmith57",6
"guybedford",6
"guibwl",6
"benlesh",6
"arcanis",6
"IlyasShabi",6
"shubherthi-mitra",5
"pmarchini",5
"pluris",5
"nicolo-ribaudo",5
"merceyz",5
"elrrrrrrr",5
"Medhansh404",5
"ywave620",4
"yagehu",4
"meyfa",4
"debadree25",4
"bricss",4
"apapirovski",4
"AugustinMauroy",4
"wesleytodd",3
"wbecker",3
"sapphi-red",3
"mertcanaltin",3
"martenrichter",3
"kvakil",3
"kapouer",3
"juanarbol",3
"isaacs",3
"elibroftw",3
"codebytere",3
"anurag-roy",3
"Uzlopak",3
"MattiasBuelens",3
"LiviaMedeiros",3
"AdamMajer",3
"zhenweijin",2
"zckrs",2
"zcbenz",2
"trivikr",2
"teobmg",2
"tadjik1",2
"srl295",2
"pimterry",2
"nbbeeken",2
"mikeesto",2
"jsumners",2
"jarig",2
"ionicmc-js",2
"billywhizz",2
"bcoe",2
"Yuvraj1271",2
"SamTV12345",2
"AriPerkkio",2
"timothyjrogers",1
"sophiebits",1
"sheplu",1
"santigimeno",1
"rvagg",1
"panva",1
"nschonni",1
"mofux",1
"leonardoadame",1
"juliangruber",1
"gengjiawen",1
"gaurishhs",1
"dvoytenko",1
"dominykas",1
"domfarolino",1
"devsnek",1
"chenyuyang2022",1
"chenrui333",1
"bnoordhuis",1
"bnb",1
"anasthokan",1
"allthingsasync",1
"abmusse",1
"aashahin",1
"Vashi1",1
"SimenB",1
"Septa2112",1
"SBoudrias",1
"MzUgM",1
"MuriloKakazu",1
"MarshallOfSound",1
"LongTengDao",1
"KyleProdigy",1
"Flarna",1
"Ethan-Arrowood",1
"Earlopain",1
"CanadaHonk",1
"Ajay62058",1
"AdamKorcz",1
